img1_path,img2_path,label
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Walton\Bill_Walton_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dave_Odom\Dave_Odom_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Clooney\George_Clooney_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Angela_Lansbury\Angela_Lansbury_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eric_Idle\Eric_Idle_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Johnny_Carson\Johnny_Carson_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kimi_Raikkonen\Kimi_Raikkonen_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kimi_Raikkonen\Kimi_Raikkonen_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricardo_Maduro\Ricardo_Maduro_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricardo_Maduro\Ricardo_Maduro_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bertie_Ahern\Bertie_Ahern_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bertie_Ahern\Bertie_Ahern_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Lopez\George_Lopez_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Lopez\George_Lopez_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lily_Tomlin\Lily_Tomlin_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mitch_Kupchak\Mitch_Kupchak_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jerry_Pauley\Jerry_Pauley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Drew_Barrymore\Drew_Barrymore_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Emmit_Smith\Emmit_Smith_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Emmit_Smith\Emmit_Smith_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rolandas_Paksas\Rolandas_Paksas_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wilson_Alvarez\Wilson_Alvarez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Stein\Bill_Stein_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mahmoud_Diyab_al-Ahmed\Mahmoud_Diyab_al-Ahmed_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lou_Piniella\Lou_Piniella_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lou_Piniella\Lou_Piniella_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Theodore_Tweed_Roosevelt\Theodore_Tweed_Roosevelt_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Theodore_Tweed_Roosevelt\Theodore_Tweed_Roosevelt_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Alexander\Jason_Alexander_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Alexander\Jason_Alexander_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Margaret_Thatcher\Margaret_Thatcher_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Margaret_Thatcher\Margaret_Thatcher_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Demetrius_Ferraciu\Demetrius_Ferraciu_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carolyn_Dawn_Johnson\Carolyn_Dawn_Johnson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dave_Campo\Dave_Campo_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dave_Campo\Dave_Campo_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Krzyzewski\Mike_Krzyzewski_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wolfgang_Schneiderhan\Wolfgang_Schneiderhan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Biljana_Plavsic\Biljana_Plavsic_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Biljana_Plavsic\Biljana_Plavsic_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jong_Thae_Hwa\Jong_Thae_Hwa_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jong_Thae_Hwa\Jong_Thae_Hwa_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Angela_Merkel\Angela_Merkel_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mark_Mariscal\Mark_Mariscal_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tyler_Hamilton\Tyler_Hamilton_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tyler_Hamilton\Tyler_Hamilton_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Daryl_Hannah\Daryl_Hannah_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Daryl_Hannah\Daryl_Hannah_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sue_Slavec\Sue_Slavec_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Caan\James_Caan_0003.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Abdel_Nasser_Assidi\Abdel_Nasser_Assidi_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Abdel_Nasser_Assidi\Abdel_Nasser_Assidi_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Enrique_Haroldo_Gorriaran_Merlo\Enrique_Haroldo_Gorriaran_Merlo_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mark_Hanson\Mark_Hanson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sila_Calderon\Sila_Calderon_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Phillip_Seymor_Hoffmann\Phillip_Seymor_Hoffmann_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gregorio_Honasan\Gregorio_Honasan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Turner_Stevenson\Turner_Stevenson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Herta_Daeubler-Gmelin\Herta_Daeubler-Gmelin_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Albert_Brooks\Albert_Brooks_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Miranda_Gaddis\Miranda_Gaddis_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rohinton_Mistry\Rohinton_Mistry_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bob_Huggins\Bob_Huggins_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bob_Huggins\Bob_Huggins_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roberto_Benigni\Roberto_Benigni_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roberto_Benigni\Roberto_Benigni_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andy_Garcia\Andy_Garcia_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carlos_Lordkipanitse\Carlos_Lordkipanitse_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steven_Spielberg\Steven_Spielberg_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steven_Spielberg\Steven_Spielberg_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_White\Jason_White_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chyung_Dai-chul\Chyung_Dai-chul_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Sullivan\Michael_Sullivan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Dewayne_Williams\David_Dewayne_Williams_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Bremer\Paul_Bremer_0010.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Bremer\Paul_Bremer_0008.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lynn_Abraham\Lynn_Abraham_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lynn_Abraham\Lynn_Abraham_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carlos_Savedra\Carlos_Savedra_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martin_Kristof\Martin_Kristof_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Erin_Runnion\Erin_Runnion_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Erin_Runnion\Erin_Runnion_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Raoul_Ruiz\Raoul_Ruiz_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Raoul_Ruiz\Raoul_Ruiz_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adam_Sandler\Adam_Sandler_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adam_Sandler\Adam_Sandler_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pamela_Anderson\Pamela_Anderson_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lynn_Redgrave\Lynn_Redgrave_0003.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ronaldo_Luis_Nazario_de_Lima\Ronaldo_Luis_Nazario_de_Lima_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ronaldo_Luis_Nazario_de_Lima\Ronaldo_Luis_Nazario_de_Lima_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Goold\John_Goold_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Leland_Chapman\Leland_Chapman_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lleyton_Hewitt\Lleyton_Hewitt_0041.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lleyton_Hewitt\Lleyton_Hewitt_0039.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rick_Stansbury\Rick_Stansbury_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rick_Stansbury\Rick_Stansbury_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Aicha_El_Ouafi\Aicha_El_Ouafi_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Aicha_El_Ouafi\Aicha_El_Ouafi_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edmund_Hillary\Edmund_Hillary_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edmund_Hillary\Edmund_Hillary_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tian_Liang\Tian_Liang_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Lerach\Bill_Lerach_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nastia_Liukin\Nastia_Liukin_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Morgan_Freeman\Morgan_Freeman_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rita_Grande\Rita_Grande_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rita_Grande\Rita_Grande_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Emily_Mason\Emily_Mason_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ruth_Dreifuss\Ruth_Dreifuss_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andrei_Konchalovsky\Andrei_Konchalovsky_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kirsten_Clark\Kirsten_Clark_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patti_Labelle\Patti_Labelle_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patti_Labelle\Patti_Labelle_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Walker\Paul_Walker_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Billy_Donovan\Billy_Donovan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Travolta\John_Travolta_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Travolta\John_Travolta_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Mugyeni\Peter_Mugyeni_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Carlo_Fernandez\Jose_Carlo_Fernandez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tamara_Brooks\Tamara_Brooks_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tamara_Brooks\Tamara_Brooks_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pinar_del_Rio\Pinar_del_Rio_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gordon_Brown\Gordon_Brown_0007.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jim_Flaherty\Jim_Flaherty_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Debbie_Reynolds\Debbie_Reynolds_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Agnes_Bruckner\Agnes_Bruckner_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hashan_Tillakaratne\Hashan_Tillakaratne_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eriko_Tamura\Eriko_Tamura_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vinnie_Jones\Vinnie_Jones_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Lawrence\John_Lawrence_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kate_Hudson\Kate_Hudson_0008.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Oleksandr_Moroz\Oleksandr_Moroz_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Oleksandr_Moroz\Oleksandr_Moroz_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kathleen_Glynn\Kathleen_Glynn_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kathleen_Glynn\Kathleen_Glynn_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jimmy_Gurule\Jimmy_Gurule_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Clint_Lamebear\Clint_Lamebear_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Callas\Maria_Callas_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Griese\Brian_Griese_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yogi_Berra\Yogi_Berra_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Luisa_Mendonca\Maria_Luisa_Mendonca_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tomoko_Hagiwara\Tomoko_Hagiwara_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ignacio_Antonio_Velasco\Ignacio_Antonio_Velasco_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Muhammad_Ali\Muhammad_Ali_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Muhammad_Ali\Muhammad_Ali_0010.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eduardo_Duhalde\Eduardo_Duhalde_0007.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eduardo_Duhalde\Eduardo_Duhalde_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Chiklis\Michael_Chiklis_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Chiklis\Michael_Chiklis_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mary_Landrieu\Mary_Landrieu_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hassanal_Bolkiah\Hassanal_Bolkiah_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eriko_Tamura\Eriko_Tamura_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mary-Kate_Olsen\Mary-Kate_Olsen_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cathy_Freeman\Cathy_Freeman_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cathy_Freeman\Cathy_Freeman_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Scott_Ritter\Scott_Ritter_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Scott_Ritter\Scott_Ritter_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Shane_Warne\Shane_Warne_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Maher\Bill_Maher_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jean-Marc_de_La_Sabliere\Jean-Marc_de_La_Sabliere_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jean-Marc_de_La_Sabliere\Jean-Marc_de_La_Sabliere_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gwyneth_Paltrow\Gwyneth_Paltrow_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sean_Combs\Sean_Combs_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bobby_Robson\Bobby_Robson_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bobby_Robson\Bobby_Robson_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martha_Lucia_Ramirez\Martha_Lucia_Ramirez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ron_Lantz\Ron_Lantz_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Canseco\Jose_Canseco_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Canseco\Jose_Canseco_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Shaul_Mofaz\Shaul_Mofaz_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Shaul_Mofaz\Shaul_Mofaz_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paula_Zahn\Paula_Zahn_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paula_Zahn\Paula_Zahn_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Weiss\Michael_Weiss_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Trudi_Lacey\Trudi_Lacey_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anthony_Ervin\Anthony_Ervin_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alastair_Campbell\Alastair_Campbell_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tracee_Ellis_Ross\Tracee_Ellis_Ross_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tracee_Ellis_Ross\Tracee_Ellis_Ross_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Greg_Owen\Greg_Owen_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Magui_Serna\Magui_Serna_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patrick_Roy\Patrick_Roy_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patrick_Roy\Patrick_Roy_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gordon_Brown\Gordon_Brown_0007.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\TA_McLendon\TA_McLendon_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gregg_Popovich\Gregg_Popovich_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Laurie_Hobbs\Laurie_Hobbs_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Melanie_Griffith\Melanie_Griffith_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Melanie_Griffith\Melanie_Griffith_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Judy_Spreckels\Judy_Spreckels_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rod_Paige\Rod_Paige_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Travolta\John_Travolta_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Travolta\John_Travolta_0007.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andrew_Wetzler\Andrew_Wetzler_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ilan_Ramon\Ilan_Ramon_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Eyzaguirre\Nicolas_Eyzaguirre_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jerry_Jones\Jerry_Jones_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rosalyn_Carter\Rosalyn_Carter_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mia_Mottley\Mia_Mottley_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mikhail_Gorbachev\Mikhail_Gorbachev_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mikhail_Gorbachev\Mikhail_Gorbachev_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rena_Sofer\Rena_Sofer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Bryan\Mike_Bryan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dick_Jauron\Dick_Jauron_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lindsey_Graham\Lindsey_Graham_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Milan_Kucan\Milan_Kucan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Voinovich\George_Voinovich_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hun_Sen\Hun_Sen_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_McDonough\William_McDonough_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chris_Tucker\Chris_Tucker_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chris_Tucker\Chris_Tucker_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mia_Mottley\Mia_Mottley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kristin_Chenoweth\Kristin_Chenoweth_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tiger_Woods\Tiger_Woods_0021.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tiger_Woods\Tiger_Woods_0018.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carly_Gullickson\Carly_Gullickson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andy_North\Andy_North_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Susan_Whelan\Susan_Whelan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thomas_Gottschalk\Thomas_Gottschalk_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Waugh\Steve_Waugh_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Waugh\Steve_Waugh_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joseph_Deiss\Joseph_Deiss_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joseph_Deiss\Joseph_Deiss_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Francis_Mer\Francis_Mer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Francis_Mer\Francis_Mer_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rolf_Eckrodt\Rolf_Eckrodt_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rolf_Eckrodt\Rolf_Eckrodt_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Beth_Blough\Beth_Blough_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Isidro_Pastor\Isidro_Pastor_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Mayer\John_Mayer_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Mayer\John_Mayer_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Arnett\Peter_Arnett_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Arnett\Peter_Arnett_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ben_Curtis\Ben_Curtis_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vitali_Klitschko\Vitali_Klitschko_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pete_Carroll\Pete_Carroll_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pete_Carroll\Pete_Carroll_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wu_Yi\Wu_Yi_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wu_Yi\Wu_Yi_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Rigas\John_Rigas_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nathalie_Gagnon\Nathalie_Gagnon_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Tilly\Jennifer_Tilly_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sean_OKeefe\Sean_OKeefe_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Madden\John_Madden_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Taha_Yassin_Ramadan\Taha_Yassin_Ramadan_0011.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jolanta_Kwasniewski\Jolanta_Kwasniewski_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jolanta_Kwasniewski\Jolanta_Kwasniewski_0001.npy,1
